距離 STOP_DISTANCE68000
直線速度 sp055
レーンチェンジ速度 lcspeed47
クランク速度 clspeed36
カーブブレーキ速度 cbrksp1 42
カーブ速度 cbspeed40
時間,パターン,角度,左前,右前,左後,右後,速度,左端,左中,中央,右中,右端,坂
9430,51,-17,88,52,88,52,47,863,208,623,908,876,769
9440,51,-16,87,53,87,53,47,877,209,612,892,888,772
9450,51,-17,88,52,88,52,47,861,215,642,921,898,777
9460,51,-17,88,52,88,52,47,853,210,652,902,914,785
9470,51,-18,89,51,89,51,47,879,176,658,879,886,789
9480,51,-17,88,52,88,52,47,846,173,646,891,915,783
9490,51,-18,89,51,89,51,47,842,152,673,891,891,768
9500,51,-18,89,51,89,51,47,859,169,685,877,898,789
9510,51,-17,88,52,88,52,46,883,171,644,901,880,778
9520,51,-16,87,53,87,53,46,855,228,624,899,907,774
9530,51,-15,86,54,86,54,47,897,238,584,880,892,774
9540,51,-14,85,55,85,55,47,903,322,520,880,895,771
9550,51,-15,86,54,86,54,47,871,239,585,881,881,776
9560,51,-14,85,55,85,55,46,864,312,540,920,899,773
9570,51,-15,86,54,86,54,46,871,257,580,887,908,775
9580,51,-13,84,56,84,56,46,861,348,493,917,912,771
9590,51,-14,85,55,85,55,46,886,300,523,918,894,781
9600,51,-12,83,57,83,57,46,898,365,456,913,915,769
9610,51,-12,83,57,83,57,47,874,385,444,879,914,775
9620,51,-13,84,56,84,56,47,900,335,478,884,923,781
9630,51,-13,84,56,84,56,47,894,339,511,891,892,768
9640,51,-13,84,56,84,56,47,902,329,489,873,919,782
9650,51,-13,84,56,84,56,47,886,341,484,876,875,785
9660,51,-13,84,56,84,56,47,868,353,480,890,905,768
9670,51,-11,82,58,82,58,47,911,411,395,872,903,786
9680,51,-10,81,59,81,59,47,900,473,377,879,876,772
9690,51,-9,79,61,79,61,47,873,522,312,891,889,784
9700,51,-9,111,111,111,111,47,914,496,307,883,924,771
9710,51,-9,111,111,111,111,47,913,535,319,893,887,770
9720,51,-7,77,63,77,63,47,890,606,239,893,898,776
9730,51,-6,76,64,76,64,47,879,643,215,852,899,787
9740,51,-6,76,64,76,64,47,896,607,194,888,911,784
9750,51,-6,76,64,76,64,47,878,616,223,855,906,775
9760,51,-5,75,65,75,65,47,919,684,156,835,885,785
9770,51,-5,75,65,75,65,47,920,638,166,857,886,776
9780,51,-6,76,64,76,64,47,910,647,187,867,923,782
9790,51,-5,75,65,75,65,47,889,655,159,842,922,780
9800,71,-9,79,61,79,61,46,874,523,315,905,886,771
9810,71,-13,84,56,84,56,45,865,318,484,918,892,790
9820,71,-14,85,55,85,55,44,863,299,529,908,916,770
9830,71,-16,87,53,87,53,44,852,203,586,885,906,769
9840,71,-18,89,51,89,51,44,836,176,690,897,924,787
9850,71,-20,92,48,92,48,44,841,94,716,912,909,768
9860,71,-23,95,45,95,45,43,785,86,821,879,891,775
9870,71,-24,96,44,96,44,42,735,112,823,913,900,771
9880,71,-26,98,42,98,42,42,685,149,834,911,893,780
9890,71,-26,98,42,98,42,41,711,124,847,917,893,781
9900,71,-27,99,41,99,41,41,682,157,832,916,904,768
9910,71,-29,100,39,100,39,41,609,213,876,916,898,788
9920,71,-30,100,37,100,37,40,552,235,895,894,915,775
9930,71,-31,100,36,100,36,40,548,318,903,887,878,788
9940,71,-33,100,34,100,34,40,466,372,895,888,889,780
9950,71,-32,100,35,100,35,39,498,344,866,885,887,769
9960,71,-32,100,35,100,35,39,489,339,896,896,875,779
9970,71,-33,100,34,100,34,38,468,381,864,892,884,787
9980,71,-33,100,34,100,34,38,439,369,872,894,893,780
9990,71,-32,100,35,100,35,38,489,316,883,916,905,769
10000,71,-32,100,35,100,35,38,469,353,870,916,924,788
10010,71,-31,100,36,100,36,38,519,321,877,908,884,786
10020,71,-33,100,34,100,34,38,425,385,911,905,918,771
10030,71,-33,100,34,100,34,38,459,403,909,910,919,788
10040,71,-34,100,33,100,33,38,384,439,895,893,893,770
10050,71,-33,100,34,100,34,37,461,399,900,882,902,776
10060,71,-33,100,34,100,34,37,445,371,885,910,886,773
10070,71,-33,100,34,100,34,37,441,395,888,877,918,788
10080,71,-34,100,33,100,33,37,403,444,905,877,910,787
10090,71,-34,100,33,100,33,37,389,429,870,898,908,777
10100,71,-33,100,34,100,34,37,447,392,888,894,902,768
10110,71,-34,100,33,100,33,37,391,425,870,893,899,775
10120,71,-33,100,34,100,34,37,454,387,901,888,916,785
10130,71,-32,100,35,100,35,37,475,315,879,902,913,786
10140,71,-33,100,34,100,34,37,449,401,867,892,909,785
10150,71,-32,100,35,100,35,37,506,355,864,876,906,790
10160,71,-33,100,34,100,34,37,447,362,882,878,900,782
10170,71,-34,100,33,100,33,37,392,447,869,917,917,770
10180,71,-33,100,34,100,34,37,432,406,879,893,914,779
10190,71,-34,100,33,100,33,38,379,439,899,907,878,770
10200,71,-33,100,34,100,34,37,447,407,864,903,885,778
10210,71,-33,100,34,100,34,37,429,395,912,916,914,779
10220,71,-33,100,34,100,34,37,463,397,895,908,883,778
10230,71,-33,100,34,100,34,37,459,367,888,901,877,782
10240,71,-34,100,33,100,33,37,426,418,886,917,901,788
10250,71,-34,100,33,100,33,37,419,428,899,909,924,774
10260,71,-34,100,33,100,33,37,418,422,869,921,881,790
10270,71,-34,100,33,100,33,36,386,413,887,912,896,781
10280,71,-33,100,34,100,34,36,464,360,889,910,914,779
10290,71,-33,100,34,100,34,36,439,398,873,921,920,774
10300,71,-33,100,34,100,34,36,436,390,884,910,889,782
10310,71,-34,100,33,100,33,36,409,449,887,889,899,779
10320,71,-35,100,32,100,32,35,369,460,914,886,887,773
10330,71,-34,100,33,100,33,35,416,438,870,878,899,787
10340,71,-34,100,33,100,33,36,415,442,890,921,880,770
10350,71,-33,100,34,100,34,35,465,376,882,900,887,774
10360,71,-34,100,33,100,33,36,423,412,885,923,897,773
10370,71,-36,100,31,100,31,36,300,534,913,905,905,781
10380,71,-35,100,32,100,32,36,369,468,878,889,896,786
10390,71,-35,100,32,100,32,36,364,457,910,885,907,785
10400,71,-36,100,31,100,31,36,301,532,908,907,893,784
10410,71,-35,100,32,100,32,36,347,475,870,879,910,783
10420,71,-35,100,32,100,32,36,352,492,903,876,909,785
10430,71,-34,100,33,100,33,35,407,417,880,884,921,792
10440,71,-34,100,33,100,33,35,406,410,868,911,883,786
10450,71,-34,100,33,100,33,35,420,411,915,880,903,781
10460,71,-35,100,32,100,32,36,383,467,911,877,916,783
10470,71,-36,100,31,100,31,35,333,514,893,877,897,780
10480,71,-36,100,31,100,31,35,329,533,884,909,894,784
10490,71,-35,100,32,100,32,36,366,456,914,923,922,778
10500,71,-33,100,34,100,34,36,446,388,893,921,889,781
10510,71,-31,100,36,100,36,36,549,275,857,898,879,772
10520,71,-27,99,41,99,41,36,663,143,867,908,895,787
10530,71,-26,98,42,98,42,35,719,118,840,884,884,790
10540,71,-24,96,44,96,44,35,781,120,819,892,879,770
10550,71,-22,94,46,94,46,35,810,105,774,898,885,772
10560,71,-21,93,47,93,47,35,809,107,771,896,890,783
10570,71,-20,92,48,92,48,35,818,118,745,892,908,783
10580,71,-20,92,48,92,48,36,824,133,724,882,921,770
10590,71,-20,92,48,92,48,35,849,120,712,887,900,773
10600,71,-20,92,48,92,48,35,857,122,752,879,908,768
10610,71,-20,92,48,92,48,36,834,109,747,905,920,787
10620,71,-19,90,50,90,50,36,823,149,690,900,876,782
10630,71,-18,89,51,89,51,36,874,137,678,877,915,776
10640,71,-17,88,52,88,52,36,872,173,661,881,890,791
10650,71,-17,88,52,88,52,36,886,166,667,883,876,792
10660,71,-17,88,52,88,52,36,852,199,630,889,900,772
10670,71,-16,111,111,111,111,36,870,246,626,881,920,775
10680,71,-15,111,111,111,111,36,860,250,557,881,905,778
10690,71,-15,86,54,86,54,35,898,252,564,886,892,775
10700,71,-14,85,55,85,55,36,886,321,519,882,915,768
10710,71,-13,84,56,84,56,36,874,319,464,895,902,792
10720,71,-13,84,56,84,56,35,873,344,477,879,886,787
10730,71,-12,83,57,83,57,35,900,370,449,868,921,788
10740,71,-11,82,58,82,58,35,914,424,417,890,902,782
10750,71,-11,82,58,82,58,35,910,415,414,908,919,770
10760,71,-11,82,58,82,58,35,868,427,388,885,922,778
10770,71,-11,82,58,82,58,36,900,420,403,890,885,776
10780,71,-12,83,57,83,57,36,881,371,425,899,884,784
10790,71,-12,83,57,83,57,35,912,367,445,871,887,772
10800,71,-11,82,58,82,58,35,906,443,391,912,893,782
10810,71,-10,81,59,81,59,35,885,444,340,898,895,770
10820,71,-11,82,58,82,58,35,914,434,388,901,890,784
10830,71,-11,82,58,82,58,36,868,404,391,908,886,778
10840,71,-11,82,58,82,58,36,875,405,424,869,902,771
10850,71,-12,83,57,83,57,36,908,363,459,907,890,785
10860,71,-13,84,56,84,56,36,887,340,494,884,924,789
10870,71,-13,84,56,84,56,36,893,359,499,878,924,791
10880,71,-12,83,57,83,57,36,906,371,440,903,892,792
10890,71,-12,83,57,83,57,36,877,387,441,890,901,786
10900,71,-12,83,57,83,57,36,878,402,453,894,876,775
10910,71,-13,84,56,84,56,36,906,358,513,919,890,770
10920,71,-13,84,56,84,56,36,910,344,506,897,913,771
10930,71,-12,83,57,83,57,36,871,392,465,912,904,787
10940,71,-11,82,58,82,58,36,899,415,419,869,877,779
10950,71,-10,81,59,81,59,36,906,445,340,894,882,789
10960,71,-11,82,58,82,58,36,886,448,398,915,907,787
10970,71,-11,82,58,82,58,35,897,449,389,895,912,785
10980,71,-12,83,57,83,57,35,889,368,422,893,918,791
10990,71,-12,83,57,83,57,35,899,392,425,912,922,782
11000,71,-12,83,57,83,57,36,903,391,428,880,890,779
11010,71,-11,82,58,82,58,35,889,412,394,892,900,778
11020,71,-10,81,59,81,59,35,916,462,379,902,890,772
11030,71,-10,81,59,81,59,35,890,461,374,883,894,784
11040,71,-11,82,58,82,58,35,885,400,389,882,883,783
11050,71,-11,82,58,82,58,35,899,411,394,865,888,774
11060,71,-10,81,59,81,59,36,883,456,370,869,923,788
11070,71,-11,82,58,82,58,35,870,443,410,902,905,788
11080,71,-10,81,59,81,59,35,906,484,373,871,887,769
11090,71,-10,81,59,81,59,35,879,486,337,912,879,772
11100,71,-11,82,58,82,58,36,873,419,419,870,914,785
11110,71,-10,81,59,81,59,36,906,445,363,868,911,774
11120,71,-10,81,59,81,59,35,908,478,341,868,913,786
11130,71,-11,82,58,82,58,35,904,436,413,875,877,788
11140,71,-11,82,58,82,58,35,874,440,407,909,881,781
11150,71,-11,82,58,82,58,36,892,438,403,867,902,781
11160,71,-10,81,59,81,59,36,870,486,375,873,908,775
11170,71,-11,82,58,82,58,36,892,437,418,884,883,790
11180,71,-11,82,58,82,58,36,883,406,407,885,919,789
11190,71,-11,82,58,82,58,36,895,430,419,872,903,772
11200,71,-15,86,54,86,54,35,887,270,579,884,899,792
11210,71,-17,88,52,88,52,35,887,180,622,921,890,770
11220,71,-19,90,50,90,50,35,823,153,727,903,920,788
11230,71,-20,92,48,92,48,36,824,104,717,885,895,790
11240,71,-20,92,48,92,48,35,816,113,747,913,878,769
11250,71,-23,95,45,95,45,35,797,81,791,901,901,768
11260,71,-25,97,43,97,43,35,719,96,836,910,914,769
11270,71,-27,99,41,99,41,35,682,164,831,894,887,784
11280,71,-27,99,41,99,41,35,687,166,842,896,901,780
11290,71,-28,100,40,100,40,35,660,171,844,915,903,776
11300,71,-28,100,40,100,40,35,638,200,848,905,875,774
11310,71,-29,100,39,100,39,36,630,203,890,923,879,779
11320,71,-29,100,39,100,39,36,626,245,868,917,876,792
11330,71,-30,100,37,100,37,36,562,234,852,894,901,781
11340,71,-31,100,36,100,36,36,554,286,898,923,908,782
11350,71,-30,100,37,100,37,36,577,246,880,914,921,783
11360,71,-30,100,37,100,37,36,574,279,896,910,897,775
11370,71,-29,100,39,100,39,36,594,240,866,922,888,791
11380,71,-29,100,39,100,39,36,633,215,894,922,901,786
11390,71,-28,100,40,100,40,36,658,181,876,895,891,769
11400,71,-30,100,37,100,37,36,569,237,861,924,894,772
11410,71,-31,100,36,100,36,36,547,286,886,886,891,768
11420,71,-30,100,37,100,37,36,551,272,868,909,895,783
11430,71,-30,100,37,100,37,36,563,276,892,914,899,783
11440,71,-29,100,39,100,39,36,604,239,880,880,906,787
11450,71,-30,100,37,100,37,37,570,239,889,900,883,769
11460,71,-31,100,36,100,36,37,524,282,896,914,890,787
11470,71,-32,100,35,100,35,37,476,330,903,880,908,792
11480,71,-32,100,35,100,35,38,467,339,871,881,887,791
11490,71,-32,100,35,100,35,38,469,321,897,922,915,768
11500,71,-31,100,36,100,36,38,516,286,866,906,904,784
11510,71,-32,100,35,100,35,38,467,361,908,875,919,771
11520,71,-32,100,35,100,35,38,486,356,894,922,903,787
11530,71,-31,100,36,100,36,38,552,290,870,892,901,790
11540,71,-31,100,36,100,36,38,553,304,894,904,886,770
11550,71,-32,100,35,100,35,38,488,315,866,897,892,779
11560,71,-31,100,36,100,36,38,547,295,879,896,892,792
11570,71,-32,100,35,100,35,37,503,348,871,883,888,772
11580,71,-31,100,36,100,36,37,542,289,895,917,882,772
11590,71,-32,100,35,100,35,37,483,341,887,889,878,788
11600,71,-31,100,36,100,36,37,510,317,879,882,922,775
11610,71,-31,100,36,100,36,37,517,299,857,876,923,770
11620,71,-32,100,35,100,35,37,481,326,900,914,882,781
11630,71,-31,100,36,100,36,36,522,319,896,923,912,780
11640,71,-32,111,111,111,111,36,496,330,897,876,918,786
11650,71,-32,111,111,111,111,36,483,349,906,893,901,783
11660,71,-31,100,36,100,36,36,543,293,887,898,892,775
11670,71,-31,100,36,100,36,36,526,275,876,903,879,774
11680,71,-32,100,35,100,35,36,466,327,877,907,883,783
11690,71,-31,100,36,100,36,36,522,289,864,888,908,781
11700,71,-31,100,36,100,36,36,544,320,874,917,886,788
11710,71,-32,100,35,100,35,36,472,344,897,924,880,782
11720,71,-32,100,35,100,35,36,467,328,907,889,889,786
11730,71,-32,100,35,100,35,36,472,334,879,893,900,777
11740,71,-32,100,35,100,35,36,514,348,861,896,899,772
11750,71,-32,100,35,100,35,36,501,363,909,896,907,772
11760,71,-34,100,33,100,33,36,380,414,912,882,924,769
11770,71,-35,100,32,100,32,36,367,444,905,914,891,768
11780,71,-36,100,31,100,31,36,329,500,899,886,915,780
11790,71,-36,100,31,100,31,36,343,506,892,890,911,783
11800,71,-37,100,30,100,30,35,266,562,913,893,893,772
11810,71,-35,100,32,100,32,36,362,462,869,901,892,768
11820,71,-36,100,31,100,31,36,316,500,905,914,875,789
11830,71,-35,100,32,100,32,35,343,471,903,912,883,781
11840,71,-35,100,32,100,32,35,360,480,905,891,913,780
11850,71,-34,100,33,100,33,36,379,435,903,880,922,781
11860,71,-34,100,33,100,33,36,416,414,892,921,914,774
11870,71,-34,100,33,100,33,37,414,438,887,880,917,772
11880,71,-34,100,33,100,33,37,403,426,884,899,897,783
11890,71,-33,100,34,100,34,37,467,366,902,894,904,786
11900,71,-31,100,36,100,36,37,536,283,898,917,904,791
11910,71,-29,100,39,100,39,37,584,242,872,907,916,789
11920,71,-26,98,42,98,42,37,702,149,861,893,895,779
11930,71,-25,97,43,97,43,38,720,127,816,878,914,784
11940,71,-24,96,44,96,44,38,773,125,811,899,885,776
11950,71,-23,95,45,95,45,37,781,112,808,923,912,790
11960,71,-22,94,46,94,46,37,803,92,769,911,893,791
11970,71,-20,92,48,92,48,37,817,123,714,909,895,792
11980,71,-18,89,51,89,51,37,830,184,683,894,920,781
11990,71,-19,90,50,90,50,37,850,133,711,915,881,774
12000,71,-19,90,50,90,50,37,821,118,696,900,921,773
12010,71,-19,90,50,90,50,36,823,128,722,900,889,781
12020,71,-18,89,51,89,51,37,836,138,686,877,921,790
12030,71,-17,88,52,88,52,36,874,211,663,917,876,792
12040,71,-17,88,52,88,52,37,854,190,666,922,921,777
12050,71,-16,87,53,87,53,37,872,215,600,916,920,770
12060,71,-15,86,54,86,54,37,861,258,560,900,913,771
12070,71,-14,85,55,85,55,37,869,305,548,895,903,778
12080,71,-13,84,56,84,56,37,908,328,511,905,911,788
12090,71,-14,85,55,85,55,38,876,283,548,885,899,769
12100,71,-13,84,56,84,56,37,880,363,489,914,899,777
12110,71,-14,85,55,85,55,37,903,309,530,888,878,785
12120,71,-15,86,54,86,54,38,881,282,593,909,897,771
12130,71,-15,86,54,86,54,38,878,263,568,912,910,789
12140,71,-15,86,54,86,54,37,879,263,546,912,897,773
12150,71,-15,86,54,86,54,37,882,240,556,907,904,770
12160,71,-16,87,53,87,53,37,877,208,585,879,883,785
12170,71,-16,87,53,87,53,36,871,240,621,890,916,768
12180,71,-15,86,54,86,54,36,860,257,554,908,918,778
12190,71,-14,85,55,85,55,36,904,280,548,904,923,772
12200,71,-14,85,55,85,55,36,862,290,548,872,899,772
12210,71,-14,85,55,85,55,36,858,283,513,917,890,779
12220,71,-14,85,55,85,55,36,861,299,543,885,912,772
12230,71,-13,84,56,84,56,36,874,317,509,873,914,787
12240,71,-13,84,56,84,56,36,899,320,480,883,880,780
12250,71,-14,85,55,85,55,36,879,319,548,890,883,771
12260,71,-14,85,55,85,55,36,899,289,525,881,913,781
12270,71,-13,84,56,84,56,35,907,342,481,899,877,789
12280,71,-14,85,55,85,55,35,889,320,513,917,888,784
12290,71,-13,84,56,84,56,36,865,323,496,884,921,776
12300,71,-13,84,56,84,56,36,883,317,504,912,898,777
12310,71,-12,83,57,83,57,36,891,359,433,900,880,788
12320,71,-13,84,56,84,56,36,861,334,506,873,900,771
12330,71,-12,83,57,83,57,37,894,361,467,870,880,789
12340,71,-11,82,58,82,58,37,889,406,385,913,908,791
12350,71,-11,82,58,82,58,37,890,441,425,900,879,779
12360,71,-12,83,57,83,57,37,868,390,469,895,902,778
12370,71,-12,83,57,83,57,37,910,362,453,899,884,788
12380,71,-13,84,56,84,56,37,899,345,484,912,908,778
12390,71,-12,83,57,83,57,37,893,383,467,917,921,787
12400,71,-12,83,57,83,57,37,878,380,424,871,916,792
12410,71,-11,82,58,82,58,37,873,413,396,915,901,774
12420,71,-10,81,59,81,59,37,897,445,342,896,881,792
12430,71,-11,82,58,82,58,37,916,420,406,895,880,778
12440,71,-12,83,57,83,57,36,881,374,426,913,914,776
12450,71,-12,83,57,83,57,36,894,407,423,902,898,784
12460,71,-11,82,58,82,58,36,910,421,400,894,898,772
12470,71,-10,81,59,81,59,37,902,451,366,865,911,772
12480,71,-11,82,58,82,58,37,911,416,426,894,923,788
12490,71,-11,82,58,82,58,37,889,429,419,886,919,774
12500,71,-11,82,58,82,58,37,916,409,379,905,916,783
12510,71,-10,81,59,81,59,37,895,477,340,879,876,773
12520,71,-11,82,58,82,58,37,872,407,396,889,919,770
12530,71,-10,81,59,81,59,37,888,492,374,876,891,784
12540,71,-10,81,59,81,59,37,881,473,341,863,908,787
12550,71,-10,81,59,81,59,37,890,479,379,867,875,777
12560,71,-10,81,59,81,59,37,888,454,336,884,904,769
12570,71,-10,81,59,81,59,36,879,488,374,886,883,786
12580,71,-10,81,59,81,59,36,886,468,347,884,912,784
12590,71,-11,82,58,82,58,36,912,402,421,888,876,771
12600,91,-9,79,61,79,61,37,873,530,298,886,902,598
12610,91,-9,79,61,79,61,38,907,525,309,862,924,606
12620,91,-8,78,62,78,62,39,887,560,282,900,883,595
12630,91,-6,76,64,76,64,40,905,627,203,883,911,600
12640,91,-6,76,64,76,64,40,882,615,217,878,920,598
12650,91,-6,76,64,76,64,41,881,635,202,864,917,615
12660,91,-4,74,66,74,66,41,896,712,164,851,924,585
12670,91,-3,73,67,73,67,42,896,698,110,818,919,601
12680,91,-3,73,67,73,67,42,888,705,136,845,878,598
12690,91,-3,73,67,73,67,42,888,715,127,858,879,603
12700,91,-2,72,68,72,68,42,901,726,106,837,879,593
12710,91,-2,72,68,72,68,42,915,744,107,832,876,605
12720,91,-1,71,69,71,69,42,885,779,94,786,892,606
12730,91,-1,71,69,71,69,43,891,792,112,834,891,599
12740,91,0,70,70,70,70,43,911,800,107,788,897,614
12750,91,0,70,70,70,70,44,882,785,85,771,915,592
12760,91,0,70,70,70,70,45,905,773,116,798,907,594
12770,91,0,70,70,70,70,45,910,785,100,812,880,609
12780,91,0,70,70,70,70,45,922,812,108,788,899,586
12790,91,0,70,70,70,70,46,892,798,96,773,898,593
12800,91,0,70,70,70,70,46,889,800,95,766,881,599
12810,91,0,70,70,70,70,46,896,768,80,766,919,586
12820,91,1,69,71,69,71,47,877,810,115,761,886,598
12830,91,1,69,71,69,71,46,879,799,88,747,914,593
12840,91,1,69,71,69,71,47,883,822,111,748,897,614
12850,91,1,69,71,69,71,47,915,811,95,770,898,590
12860,91,0,70,70,70,70,48,898,768,83,787,897,611
12870,91,1,69,71,69,71,48,901,801,79,781,882,604
12880,91,1,69,71,69,71,48,906,809,79,762,923,612
12890,91,1,69,71,69,71,48,909,819,98,793,896,599
12900,91,2,68,72,68,72,48,911,818,123,734,887,610
12910,91,2,68,72,68,72,48,896,810,123,759,908,589
12920,91,1,69,71,69,71,48,906,791,91,767,877,597
12930,91,2,68,72,68,72,48,900,814,90,758,907,605
12940,91,1,69,71,69,71,48,892,833,80,785,923,607
12950,91,3,67,73,67,73,49,896,821,127,721,893,610
12960,91,3,67,73,67,73,49,919,824,123,728,889,614
12970,91,3,67,73,67,73,49,898,826,144,743,920,590
12980,91,3,67,73,67,73,49,901,860,143,723,886,613
12990,91,3,67,73,67,73,48,878,833,140,712,883,602
13000,91,4,66,74,66,74,49,924,855,137,675,899,601
13010,91,5,65,75,65,75,49,889,857,199,651,900,605
13020,91,4,66,74,66,74,49,892,841,160,687,910,603
13030,91,4,66,74,66,74,49,882,843,140,668,912,601
13040,91,3,67,73,67,73,50,875,841,131,723,910,599
13050,91,4,66,74,66,74,50,917,845,141,689,912,599
13060,91,4,66,74,66,74,50,876,843,141,694,921,592
13070,91,5,65,75,65,75,50,924,863,178,641,901,614
13080,91,6,64,76,64,76,50,886,875,224,616,899,609
13090,91,6,64,76,64,76,50,901,854,196,629,910,590
13100,91,5,65,75,65,75,50,916,852,154,651,911,607
13110,91,4,66,74,66,74,50,905,857,135,701,880,602
13120,91,5,65,75,65,75,50,908,845,186,667,892,607
13130,91,5,65,75,65,75,50,907,870,189,652,878,592
13140,91,5,65,75,65,75,51,884,846,174,643,885,608
13150,91,4,66,74,66,74,51,885,874,144,688,898,589
13160,91,5,65,75,65,75,50,893,849,196,654,900,589
13170,91,6,64,76,64,76,50,909,856,201,648,882,592
13180,91,6,64,76,64,76,49,902,861,216,613,903,598
13190,91,6,64,76,64,76,49,883,875,189,629,919,586
13200,91,5,65,75,65,75,49,909,853,178,654,886,590
13210,91,4,66,74,66,74,49,907,826,165,685,886,612
13220,91,5,65,75,65,75,49,876,880,185,677,894,598
13230,91,4,66,74,66,74,49,906,835,137,671,905,606
13240,91,4,66,74,66,74,48,916,840,136,669,900,602
13250,91,3,67,73,67,73,48,914,826,105,720,890,610
13260,91,3,67,73,67,73,48,889,818,138,724,887,592
13270,91,3,67,73,67,73,48,878,844,135,744,921,586
13280,91,3,67,73,67,73,48,902,815,108,717,881,602
13290,91,4,66,74,66,74,48,889,841,163,688,879,603
13300,91,4,66,74,66,74,49,916,852,145,676,897,607
13310,91,4,66,74,66,74,49,904,873,141,702,902,604
13320,91,4,66,74,66,74,49,886,826,160,677,916,603
13330,91,4,66,74,66,74,49,901,874,168,688,894,592
13340,91,4,66,74,66,74,49,905,871,134,670,900,596
13350,91,4,66,74,66,74,49,922,842,152,697,891,614
13360,91,3,67,73,67,73,50,889,823,137,731,892,588
13370,91,3,67,73,67,73,49,911,816,139,702,891,593
13380,91,2,68,72,68,72,50,886,821,129,738,922,587
13390,91,1,69,71,69,71,50,920,818,100,772,893,592
13400,91,2,68,72,68,72,51,888,838,133,733,894,609
13410,91,1,69,71,69,71,51,924,801,91,764,904,593
13420,91,2,68,72,68,72,51,915,828,102,722,880,611
13430,91,2,68,72,68,72,51,875,829,131,748,908,594
13440,91,2,68,72,68,72,51,889,805,96,736,884,603
13450,91,3,67,73,67,73,51,920,856,130,737,904,613
13460,91,3,67,73,67,73,50,876,837,133,723,885,611
13470,91,2,68,72,68,72,50,876,849,111,727,885,609
13480,91,1,69,71,69,71,50,886,807,105,795,891,585
13490,91,1,69,71,69,71,51,909,823,88,792,887,602
13500,91,2,68,72,68,72,51,923,828,104,755,910,606
13510,91,1,69,71,69,71,51,878,805,96,772,878,586
13520,91,0,70,70,70,70,50,889,785,95,815,901,602
13530,91,-1,71,69,71,69,50,898,779,110,815,879,607
13540,91,-2,72,68,72,68,50,888,724,108,828,880,609
13550,91,-2,72,68,72,68,50,875,770,102,831,919,609
13560,91,-1,71,69,71,69,50,893,757,79,834,880,593
13570,91,-2,72,68,72,68,50,916,738,103,835,887,600
13580,91,-3,73,67,73,67,50,885,697,116,844,919,588
13590,91,-3,73,67,73,67,50,914,717,130,821,911,611
13600,91,-4,74,66,74,66,50,899,708,124,839,895,604
13610,91,-3,73,67,73,67,50,898,707,107,826,906,602
13620,91,-2,72,68,72,68,50,907,747,112,833,904,613
13630,91,-2,72,68,72,68,50,923,763,115,815,883,598
13640,91,-3,73,67,73,67,50,880,736,131,818,924,610
13650,91,-4,74,66,74,66,50,886,669,147,858,895,603
13660,91,-2,72,68,72,68,50,881,763,115,817,903,607
13670,91,-3,73,67,73,67,50,906,735,122,817,888,607
13680,91,-4,74,66,74,66,49,885,681,132,829,894,602
13690,91,-5,75,65,75,65,50,887,656,174,835,921,601
13700,91,-6,76,64,76,64,50,884,634,223,880,901,601
13710,91,-6,76,64,76,64,50,888,631,201,853,878,612
13720,91,-6,76,64,76,64,50,885,636,229,843,881,608
13730,91,-4,74,66,74,66,50,921,687,149,841,892,615
13740,91,-3,73,67,73,67,50,899,724,128,838,914,588
13750,91,-3,73,67,73,67,50,888,714,137,821,887,591
13760,91,-2,72,68,72,68,50,889,748,103,808,906,611
13770,91,-2,72,68,72,68,50,880,735,104,818,907,592
13780,91,-3,73,67,73,67,50,903,700,111,839,885,612
13790,91,-2,72,68,72,68,50,885,747,117,800,887,608
13800,91,-2,72,68,72,68,50,888,732,132,811,876,598
13810,91,-2,72,68,72,68,50,912,764,122,840,923,586
13820,91,-2,72,68,72,68,50,921,751,122,843,920,608
13830,91,-2,72,68,72,68,50,893,736,128,832,889,608
13840,91,-2,72,68,72,68,51,901,728,102,814,897,601
13850,91,-2,72,68,72,68,50,902,737,102,840,915,615
13860,91,-2,72,68,72,68,50,894,762,126,811,874,593
13870,91,-3,73,67,73,67,50,876,735,124,833,877,600
13880,91,-4,74,66,74,66,51,878,683,167,843,883,589
13890,91,-4,74,66,74,66,51,922,693,141,870,906,595
13900,91,-4,74,66,74,66,50,879,709,169,857,924,605
13910,91,-5,75,65,75,65,50,913,666,169,853,885,591
13920,91,-5,75,65,75,65,50,885,666,184,847,894,604
13930,91,-4,74,66,74,66,50,910,690,143,836,882,600
13940,91,-4,74,66,74,66,50,923,673,151,850,887,587
13950,91,-4,74,66,74,66,50,893,671,134,856,915,589
13960,91,-4,74,66,74,66,50,895,689,157,852,908,615
13970,91,-4,74,66,74,66,50,895,696,129,848,889,590
13980,91,-4,74,66,74,66,50,899,717,147,855,913,615
13990,91,-5,75,65,75,65,50,901,671,169,854,892,592
14000,91,-5,75,65,75,65,49,875,656,172,835,901,605
14010,91,-4,74,66,74,66,49,919,713,137,830,915,588
14020,91,-4,74,66,74,66,50,893,682,149,829,890,591
14030,91,-3,73,67,73,67,50,913,708,138,832,898,595
14040,91,-3,73,67,73,67,50,891,743,118,828,906,586
14050,91,-3,73,67,73,67,50,882,744,149,855,891,611
14060,91,-2,72,68,72,68,50,874,754,94,834,915,586
